entropy,epoch,grad_norm,learning_rate,loss,mean_token_accuracy,num_tokens,step
1.5722464621067047,0.09523809523809523,0.7651723027229309,2e-05,1.4826,0.7078614085912704,4978.0,1
1.5308511555194855,0.19047619047619047,0.6654808521270752,1.9933333333333334e-05,1.3882,0.7370792329311371,9670.0,2
1.6099247634410858,0.2857142857142857,0.6728766560554504,1.9866666666666667e-05,1.4967,0.7131016552448273,14448.0,3
1.4356287717819214,0.38095238095238093,0.5242756009101868,1.98e-05,1.0753,0.7806990891695023,19181.0,4
1.5561351776123047,0.47619047619047616,0.5858092904090881,1.9733333333333336e-05,1.4039,0.7282942682504654,24139.0,5
1.4140989184379578,0.5714285714285714,0.46914640069007874,1.9666666666666666e-05,1.0859,0.7866829931735992,29186.0,6
1.4548377990722656,0.6666666666666666,0.4785245954990387,1.9600000000000002e-05,1.2184,0.7604734599590302,34861.0,7
1.5408381819725037,0.7619047619047619,0.5248807668685913,1.9533333333333335e-05,1.2091,0.7689970135688782,39625.0,8
1.4398109912872314,0.8571428571428571,0.4636358618736267,1.9466666666666668e-05,1.0955,0.7846733927726746,45070.0,9
1.5249338448047638,0.9523809523809523,0.5029501914978027,1.94e-05,1.1992,0.7668710201978683,50130.0,10
1.537036418914795,1.0,0.5169981122016907,1.9333333333333333e-05,1.2339,0.7485883831977844,52915.0,11
1.3836526572704315,1.0952380952380953,0.3639189898967743,1.926666666666667e-05,0.9852,0.8065890371799469,58424.0,12
1.6189766824245453,1.1904761904761905,0.5717397928237915,1.9200000000000003e-05,1.3641,0.736924022436142,63497.0,13
1.5175276398658752,1.2857142857142856,0.4876212775707245,1.9133333333333335e-05,1.1572,0.7669871151447296,68889.0,14
1.536069393157959,1.380952380952381,0.44668230414390564,1.9066666666666668e-05,1.0936,0.7898538708686829,73610.0,15
1.5282978415489197,1.4761904761904763,0.48922982811927795,1.9e-05,1.1175,0.7644319385290146,78825.0,16
1.6582440733909607,1.5714285714285714,0.5831361413002014,1.8933333333333334e-05,1.3097,0.746304526925087,83451.0,17
1.6163060069084167,1.6666666666666665,0.5164613723754883,1.886666666666667e-05,1.1606,0.7667728066444397,88151.0,18
1.5462036430835724,1.7619047619047619,0.4613407254219055,1.88e-05,1.1392,0.7799461781978607,92997.0,19
